DeviceTag: Movella DOT,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 5,StartTime: 2025-12-02 15:59:45.216,© Movella Technologies B.V. 2005-2025
SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z
4840060,0.0390,-0.0264,10.0584,-1.8917,0.8972,-0.6073,1.0000,-0.0003,-0.0032,-0.0001,-0.0400,-0.3627,-0.0097
4840226,0.0566,-0.0144,10.0718,-1.9097,0.8798,-0.6493,1.0000,-0.0003,-0.0032,-0.0001,-0.0395,-0.3630,-0.0104
4840393,0.0446,0.0052,10.0517,-1.9164,0.8712,-0.6173,1.0000,-0.0003,-0.0032,-0.0001,-0.0391,-0.3634,-0.0105
4840560,0.0757,0.0038,10.0702,-1.9966,0.8819,-0.6099,1.0000,-0.0003,-0.0032,-0.0001,-0.0400,-0.3636,-0.0105
4840726,0.0730,0.0047,10.0499,-1.9912,0.7834,-0.5831,1.0000,-0.0004,-0.0032,-0.0001,-0.0409,-0.3654,-0.0094
4840893,0.0589,-0.0154,10.0661,-1.8747,0.8880,-0.5947,1.0000,-0.0003,-0.0032,-0.0001,-0.0398,-0.3655,-0.0093
4841060,0.0491,-0.0178,10.0542,-1.8885,0.8778,-0.5937,1.0000,-0.0003,-0.0032,-0.0001,-0.0390,-0.3658,-0.0087
4841226,0.0493,-0.0168,10.0592,-1.8719,0.9491,-0.6233,1.0000,-0.0003,-0.0032,-0.0001,-0.0378,-0.3649,-0.0090
4841393,0.0552,-0.0057,10.0419,-1.9134,0.9030,-0.6015,1.0000,-0.0003,-0.0032,-0.0001,-0.0374,-0.3648,-0.0092
4841560,0.0497,-0.0220,10.0678,-2.0120,0.9236,-0.6437,1.0000,-0.0003,-0.0032,-0.0001,-0.0386,-0.3643,-0.0100
4841726,0.0518,-0.0272,10.0746,-1.9847,0.8583,-0.6063,1.0000,-0.0003,-0.0032,-0.0001,-0.0394,-0.3649,-0.0100
4841893,0.0533,-0.0160,10.0645,-2.0031,0.8735,-0.5329,1.0000,-0.0004,-0.0032,-0.0001,-0.0404,-0.3653,-0.0089
4842060,0.0730,-0.0082,10.0654,-1.9843,0.8703,-0.5761,1.0000,-0.0004,-0.0032,-0.0001,-0.0412,-0.3657,-0.0082
4842226,0.0664,0.0046,10.0685,-1.8928,0.9188,-0.6186,1.0000,-0.0004,-0.0032,-0.0001,-0.0404,-0.3653,-0.0083
4842393,0.0509,0.0038,10.0555,-1.9545,0.8915,-0.6044,1.0000,-0.0004,-0.0032,-0.0001,-0.0407,-0.3653,-0.0083
4842560,0.0583,-0.0059,10.0646,-1.9655,0.9387,-0.6731,1.0000,-0.0004,-0.0032,-0.0001,-0.0411,-0.3646,-0.0090
4842726,0.0803,-0.0274,10.0446,-2.0194,0.8408,-0.5913,1.0000,-0.0004,-0.0032,-0.0001,-0.0424,-0.3655,-0.0088
4842893,0.0569,-0.0201,10.0413,-1.9741,0.9564,-0.6537,1.0000,-0.0004,-0.0032,-0.0001,-0.0430,-0.3645,-0.0095
4843060,0.0431,-0.0075,10.0687,-1.8784,0.9069,-0.6611,1.0000,-0.0004,-0.0032,-0.0001,-0.0420,-0.3643,-0.0101
4843226,0.0455,-0.0223,10.0703,-1.9669,0.9613,-0.5362,1.0000,-0.0004,-0.0032,-0.0001,-0.0425,-0.3631,-0.0085
4843393,0.0540,0.0005,10.0648,-1.9392,0.8094,-0.5873,1.0000,-0.0004,-0.0032,-0.0001,-0.0425,-0.3646,-0.0083
4843560,0.0688,-0.0160,10.0477,-1.9692,0.8474,-0.5382,1.0000,-0.0004,-0.0032,-0.0001,-0.0430,-0.3654,-0.0071
4843727,0.0634,-0.0223,10.0701,-2.0559,0.9212,-0.5391,1.0000,-0.0004,-0.0032,-0.0001,-0.0449,-0.3649,-0.0061
4843893,0.0526,-0.0085,10.0424,-1.8813,0.9070,-0.5500,1.0000,-0.0004,-0.0032,-0.0000,-0.0440,-0.3647,-0.0050
4844060,0.0576,-0.0170,10.0496,-1.9236,0.8483,-0.6166,1.0000,-0.0004,-0.0032,-0.0000,-0.0437,-0.3655,-0.0045
4844227,0.0493,-0.0188,10.0701,-1.9622,0.9359,-0.5645,1.0000,-0.0004,-0.0032,-0.0000,-0.0441,-0.3648,-0.0036
4844393,0.0402,-0.0066,10.0681,-1.8943,0.8968,-0.6475,1.0000,-0.0004,-0.0032,-0.0000,-0.0433,-0.3648,-0.0037
4844560,0.0478,-0.0106,10.0591,-1.9839,0.7946,-0.6303,1.0000,-0.0004,-0.0032,-0.0000,-0.0441,-0.3664,-0.0040
4844727,0.0691,-0.0115,10.0660,-1.9330,0.8626,-0.6691,1.0000,-0.0004,-0.0032,-0.0000,-0.0439,-0.3670,-0.0042
4844893,0.0816,0.0008,10.0618,-1.9307,0.8754,-0.6178,1.0000,-0.0004,-0.0032,-0.0000,-0.0438,-0.3673,-0.0035
4845060,0.0726,0.0077,10.0468,-1.9481,0.9132,-0.6782,1.0000,-0.0004,-0.0032,-0.0000,-0.0439,-0.3670,-0.0038
4845227,0.0593,-0.0027,10.0700,-1.9455,0.9228,-0.6416,1.0000,-0.0004,-0.0032,-0.0000,-0.0440,-0.3665,-0.0032
4845393,0.0577,-0.0108,10.0503,-1.9217,0.8239,-0.6541,1.0000,-0.0004,-0.0032,-0.0000,-0.0437,-0.3677,-0.0029
4845560,0.0476,-0.0072,10.0766,-1.9688,0.8551,-0.6587,1.0000,-0.0004,-0.0032,-0.0000,-0.0442,-0.3683,-0.0023
4845727,0.0609,-0.0368,10.0579,-1.9056,0.8873,-0.6466,1.0000,-0.0004,-0.0032,-0.0000,-0.0437,-0.3685,-0.0014
4845893,0.0472,-0.0196,10.0503,-1.9326,0.8766,-0.5273,1.0000,-0.0004,-0.0032,0.0000,-0.0436,-0.3688,0.0017
4846060,0.0395,-0.0089,10.0619,-1.8751,0.9098,-0.5714,1.0000,-0.0004,-0.0032,0.0000,-0.0425,-0.3685,0.0038
4846227,0.0619,-0.0069,10.0363,-2.0019,0.8104,-0.6156,1.0000,-0.0004,-0.0032,0.0000,-0.0435,-0.3699,0.0049
4846393,0.0741,0.0004,10.0382,-2.0296,0.7621,-0.6390,1.0000,-0.0004,-0.0032,0.0000,-0.0450,-0.3721,0.0056
4846560,0.0867,-0.0117,10.0569,-1.9478,0.8675,-0.6606,1.0000,-0.0004,-0.0033,0.0001,-0.0452,-0.3726,0.0059
4846727,0.0842,-0.0132,10.0507,-1.9000,0.8827,-0.6364,1.0000,-0.0004,-0.0033,0.0001,-0.0445,-0.3728,0.0066
4846893,0.0567,-0.0210,10.0548,-1.8666,0.9958,-0.6368,1.0000,-0.0004,-0.0032,0.0001,-0.0433,-0.3711,0.0074
4847060,0.0301,-0.0122,10.0519,-1.9560,0.9258,-0.5635,1.0000,-0.0004,-0.0032,0.0001,-0.0436,-0.3706,0.0093
4847227,0.0229,-0.0285,10.0782,-1.8601,0.9006,-0.6572,1.0000,-0.0004,-0.0032,0.0001,-0.0422,-0.3705,0.0094
4847393,0.0253,-0.0315,10.0467,-1.9763,0.8572,-0.6523,1.0000,-0.0004,-0.0032,0.0001,-0.0428,-0.3711,0.0093
4847560,0.0430,-0.0081,10.0367,-1.8948,0.9015,-0.6049,1.0000,-0.0004,-0.0032,0.0001,-0.0421,-0.3710,0.0101
4847727,0.0624,0.0006,10.0823,-1.9292,0.8995,-0.5628,1.0000,-0.0004,-0.0032,0.0001,-0.0419,-0.3709,0.0113
4847893,0.0930,-0.0044,10.0502,-1.9417,0.8788,-0.6508,1.0000,-0.0004,-0.0032,0.0001,-0.0420,-0.3712,0.0110
4848060,0.0803,-0.0004,10.0450,-1.9297,0.9363,-0.6091,1.0000,-0.0004,-0.0032,0.0001,-0.0418,-0.3705,0.0117
4848227,0.0661,-0.0097,10.0479,-1.9883,0.9308,-0.6312,1.0000,-0.0004,-0.0032,0.0001,-0.0426,-0.3699,0.0116
4848393,0.0448,0.0041,10.0640,-1.9381,0.8788,-0.6976,1.0000,-0.0004,-0.0032,0.0001,-0.0426,-0.3701,0.0107
4848560,0.0385,-0.0130,10.0506,-1.9544,0.8603,-0.6399,1.0000,-0.0004,-0.0032,0.0001,-0.0428,-0.3707,0.0105
4848727,0.0432,-0.0288,10.0719,-1.8967,0.8489,-0.6295,1.0000,-0.0004,-0.0032,0.0001,-0.0421,-0.3715,0.0106
4848893,0.0472,-0.0243,10.0522,-1.8836,0.9180,-0.6068,1.0000,-0.0004,-0.0032,0.0001,-0.0412,-0.3711,0.0108
4849060,0.0468,-0.0057,10.0542,-1.8768,0.9125,-0.5829,1.0000,-0.0003,-0.0032,0.0001,-0.0401,-0.3708,0.0116
4849227,0.0472,-0.0098,10.0398,-1.9206,0.9162,-0.5812,1.0000,-0.0003,-0.0032,0.0001,-0.0398,-0.3704,0.0124
4849393,0.0751,-0.0081,10.0496,-1.9044,0.9254,-0.6325,1.0000,-0.0003,-0.0032,0.0001,-0.0392,-0.3699,0.0121
4849560,0.0792,-0.0267,10.0829,-1.9566,1.0124,-0.6308,1.0000,-0.0003,-0.0032,0.0001,-0.0395,-0.3679,0.0120
4849727,0.0432,-0.0068,10.0509,-1.9502,0.8353,-0.5550,1.0000,-0.0003,-0.0032,0.0001,-0.0397,-0.3689,0.0129
4849893,0.0231,-0.0196,10.0571,-1.9469,0.9730,-0.6253,1.0000,-0.0003,-0.0032,0.0001,-0.0398,-0.3676,0.0129
4850060,0.0536,0.0040,10.0734,-1.8965,0.8833,-0.5878,1.0000,-0.0003,-0.0032,0.0001,-0.0391,-0.3678,0.0142
4850227,0.0640,-0.0256,10.0507,-1.9800,0.9123,-0.6298,1.0000,-0.0003,-0.0032,0.0001,-0.0398,-0.3675,0.0138
4850393,0.0728,-0.0293,10.0537,-1.9569,0.9252,-0.6748,1.0000,-0.0003,-0.0032,0.0001,-0.0401,-0.3670,0.0130
4850560,0.0745,-0.0095,10.0695,-1.9220,0.9572,-0.6274,1.0000,-0.0003,-0.0032,0.0001,-0.0398,-0.3659,0.0130
4850727,0.0483,-0.0020,10.0841,-1.9359,0.9180,-0.5891,1.0000,-0.0003,-0.0032,0.0001,-0.0397,-0.3656,0.0135
4850893,0.0480,-0.0051,10.0663,-1.9827,0.9827,-0.6112,1.0000,-0.0004,-0.0032,0.0001,-0.0404,-0.3641,0.0137
4851060,0.0498,-0.0070,10.0559,-1.9549,0.8964,-0.5604,1.0000,-0.0004,-0.0032,0.0001,-0.0407,-0.3640,0.0145
4851227,0.0645,-0.0195,10.0781,-2.0046,1.0051,-0.6098,1.0000,-0.0004,-0.0032,0.0001,-0.0418,-0.3622,0.0145
4851393,0.0522,-0.0183,10.0680,-1.9741,0.9730,-0.6342,1.0000,-0.0004,-0.0031,0.0001,-0.0424,-0.3609,0.0142
4851560,0.0535,-0.0201,10.0639,-1.9129,0.9433,-0.6448,1.0000,-0.0004,-0.0031,0.0001,-0.0419,-0.3601,0.0135
4851727,0.0417,-0.0015,10.0519,-1.9544,0.9553,-0.5705,1.0000,-0.0004,-0.0031,0.0001,-0.0422,-0.3591,0.0142
4851893,0.0626,0.0015,10.0437,-1.9160,0.8748,-0.5865,1.0000,-0.0004,-0.0031,0.0001,-0.0418,-0.3594,0.0145
4852060,0.0734,0.0023,10.0446,-1.9117,0.8766,-0.5852,1.0000,-0.0004,-0.0031,0.0001,-0.0413,-0.3597,0.0146
4852227,0.0677,-0.0118,10.0514,-1.9504,0.9260,-0.6292,1.0000,-0.0004,-0.0031,0.0001,-0.0415,-0.3592,0.0144
4852393,0.0638,-0.0144,10.0614,-1.9241,0.8514,-0.6368,1.0000,-0.0004,-0.0031,0.0001,-0.0413,-0.3599,0.0139
4852560,0.0613,-0.0051,10.0678,-1.9216,0.9442,-0.5643,1.0000,-0.0004,-0.0031,0.0001,-0.0410,-0.3591,0.0147
4852727,0.0540,-0.0229,10.0667,-1.9447,0.8762,-0.6007,1.0000,-0.0004,-0.0031,0.0001,-0.0410,-0.3594,0.0147
4852893,0.0549,-0.0291,10.0631,-1.9730,0.8804,-0.6497,1.0000,-0.0004,-0.0031,0.0001,-0.0416,-0.3596,0.0134
4853060,0.0471,-0.0123,10.0589,-1.9637,0.9502,-0.6422,1.0000,-0.0004,-0.0031,0.0001,-0.0420,-0.3587,0.0129
4853227,0.0451,-0.0140,10.0643,-1.9450,1.0045,-0.6155,1.0000,-0.0004,-0.0031,0.0001,-0.0421,-0.3568,0.0126
4853393,0.0384,-0.0143,10.0346,-1.9140,0.8975,-0.6220,1.0000,-0.0004,-0.0031,0.0001,-0.0417,-0.3568,0.0122
4853560,0.0556,-0.0062,10.0502,-1.9293,0.8869,-0.6580,1.0000,-0.0004,-0.0031,0.0001,-0.0415,-0.3569,0.0111
4853727,0.0586,-0.0096,10.0472,-1.9942,0.9420,-0.6533,1.0000,-0.0004,-0.0031,0.0001,-0.0424,-0.3561,0.0106
4853893,0.0709,0.0052,10.0649,-1.8687,0.9557,-0.6633,1.0000,-0.0004,-0.0031,0.0001,-0.0412,-0.3551,0.0096
4854060,0.0859,-0.0093,10.0488,-1.9341,0.9233,-0.6629,1.0000,-0.0004,-0.0031,0.0001,-0.0411,-0.3546,0.0084
4854227,0.0516,-0.0262,10.0387,-1.9517,0.9097,-0.6510,1.0000,-0.0004,-0.0031,0.0001,-0.0413,-0.3544,0.0078
4854393,0.0467,-0.0084,10.0700,-1.9087,0.8809,-0.6674,1.0000,-0.0004,-0.0031,0.0001,-0.0408,-0.3546,0.0065
4854560,0.0384,-0.0254,10.0732,-1.9739,0.9665,-0.6433,1.0000,-0.0004,-0.0031,0.0000,-0.0414,-0.3534,0.0058
4854727,0.0592,-0.0117,10.0782,-1.9309,0.7971,-0.6006,1.0000,-0.0004,-0.0031,0.0000,-0.0412,-0.3550,0.0058
4854893,0.0503,-0.0122,10.0748,-1.9914,0.8515,-0.6468,1.0000,-0.0004,-0.0031,0.0000,-0.0421,-0.3557,0.0056
4855060,0.0457,-0.0090,10.0786,-2.0089,0.8895,-0.6267,1.0000,-0.0004,-0.0031,0.0000,-0.0433,-0.3558,0.0052
4855227,0.0599,-0.0120,10.0583,-1.9471,0.8831,-0.6246,1.0000,-0.0004,-0.0031,0.0000,-0.0434,-0.3560,0.0049
4855393,0.0671,0.0023,10.0432,-1.9873,0.8827,-0.6730,1.0000,-0.0004,-0.0031,0.0000,-0.0442,-0.3562,0.0035
4855560,0.0947,-0.0055,10.0439,-1.9245,0.9297,-0.5939,1.0000,-0.0004,-0.0031,0.0000,-0.0439,-0.3556,0.0037
4855727,0.0737,-0.0097,10.0632,-1.8993,0.9488,-0.6023,1.0000,-0.0004,-0.0031,0.0000,-0.0433,-0.3547,0.0035
4855893,0.0572,0.0037,10.0625,-1.8990,0.9404,-0.6534,1.0000,-0.0004,-0.0031,0.0000,-0.0426,-0.3539,0.0032
4856060,0.0542,-0.0007,10.0717,-1.9544,0.8099,-0.7139,1.0000,-0.0004,-0.0031,0.0000,-0.0428,-0.3553,0.0014
4856227,0.0503,-0.0253,10.0640,-1.9256,0.9333,-0.6400,1.0000,-0.0004,-0.0031,0.0000,-0.0426,-0.3547,0.0005
4856393,0.0518,-0.0155,10.0555,-1.9537,0.9050,-0.6157,1.0000,-0.0004,-0.0031,0.0000,-0.0428,-0.3545,0.0005
4856560,0.0421,-0.0069,10.0527,-2.0422,0.9157,-0.6428,1.0000,-0.0004,-0.0031,-0.0000,-0.0445,-0.3542,0.0001
4856727,0.0608,-0.0111,10.0472,-2.0082,0.7720,-0.5324,1.0000,-0.0004,-0.0031,0.0000,-0.0457,-0.3562,0.0013
4856893,0.0834,-0.0079,10.0517,-1.9259,0.9157,-0.6307,1.0000,-0.0004,-0.0031,0.0000,-0.0455,-0.3559,0.0009
4857060,0.0670,-0.0133,10.0560,-1.9979,0.8839,-0.7070,1.0000,-0.0004,-0.0031,-0.0000,-0.0464,-0.3560,-0.0005
4857227,0.0754,-0.0065,10.0753,-1.9627,0.8615,-0.6613,1.0000,-0.0004,-0.0031,-0.0000,-0.0468,-0.3566,-0.0015
4857393,0.0529,-0.0126,10.0666,-1.9503,0.8795,-0.5932,1.0000,-0.0004,-0.0031,-0.0000,-0.0470,-0.3568,-0.0012
4857560,0.0546,-0.0158,10.0718,-1.9088,0.8742,-0.6235,1.0000,-0.0004,-0.0031,-0.0000,-0.0465,-0.3572,-0.0011
4857727,0.0555,-0.0103,10.0593,-1.9411,0.8101,-0.5734,1.0000,-0.0004,-0.0031,-0.0000,-0.0465,-0.3586,-0.0005
4857893,0.0502,-0.0178,10.0576,-1.8601,0.9530,-0.6843,1.0000,-0.0004,-0.0031,-0.0000,-0.0452,-0.3576,-0.0018
4858060,0.0562,-0.0041,10.0902,-1.9737,0.8491,-0.6237,1.0000,-0.0004,-0.0031,-0.0000,-0.0457,-0.3584,-0.0019
4858227,0.0690,-0.0166,10.0625,-1.9600,0.9566,-0.5902,1.0000,-0.0004,-0.0031,-0.0000,-0.0461,-0.3573,-0.0016
4858393,0.0671,-0.0215,10.0581,-1.9703,0.9583,-0.6147,1.0000,-0.0004,-0.0031,-0.0000,-0.0466,-0.3563,-0.0016
4858560,0.0555,-0.0062,10.0484,-1.9133,0.9192,-0.6244,1.0000,-0.0004,-0.0031,-0.0000,-0.0462,-0.3559,-0.0017
4858727,0.0628,-0.0189,10.0669,-1.8805,0.9660,-0.6165,1.0000,-0.0004,-0.0031,-0.0000,-0.0452,-0.3547,-0.0017
4858893,0.0634,-0.0047,10.0500,-2.0015,0.9174,-0.6819,1.0000,-0.0004,-0.0031,-0.0000,-0.0462,-0.3543,-0.0026
4859060,0.0482,-0.0276,10.0810,-1.9816,0.9252,-0.6014,1.0000,-0.0004,-0.0031,-0.0000,-0.0469,-0.3538,-0.0023
4859227,0.0540,-0.0159,10.0544,-1.9135,0.9629,-0.5970,1.0000,-0.0004,-0.0031,-0.0000,-0.0465,-0.3527,-0.0021
4859393,0.0410,-0.0194,10.0541,-1.8817,0.8864,-0.6415,1.0000,-0.0004,-0.0031,-0.0000,-0.0455,-0.3528,-0.0025
4859560,0.0456,-0.0080,10.0392,-1.9496,0.8529,-0.6102,1.0000,-0.0004,-0.0031,-0.0000,-0.0457,-0.3535,-0.0027
4859727,0.0663,-0.0096,10.0696,-1.9526,0.8827,-0.6136,1.0000,-0.0004,-0.0031,0.0000,-0.0405,-0.3577,0.0008
4859893,0.0636,-0.0060,10.0539,-2.0020,0.8536,-0.6516,1.0000,-0.0004,-0.0031,0.0000,-0.0415,-0.3584,0.0003
4860060,0.0764,-0.0067,10.0766,-1.9078,0.8574,-0.6123,1.0000,-0.0004,-0.0031,0.0000,-0.0409,-0.3590,0.0002
4860227,0.0588,-0.0105,10.0652,-1.9429,0.8801,-0.5745,1.0000,-0.0004,-0.0031,0.0000,-0.0410,-0.3592,0.0008
4860394,0.0663,0.0064,10.0210,-1.9678,0.9049,-0.6030,1.0000,-0.0004,-0.0031,0.0000,-0.0414,-0.3591,0.0009
4860560,0.0434,-0.0058,10.0515,-1.9556,0.8631,-0.6305,1.0000,-0.0004,-0.0031,0.0000,-0.0417,-0.3596,0.0004
4860727,0.0531,-0.0195,10.0562,-2.0061,0.8828,-0.6100,1.0000,-0.0004,-0.0031,0.0000,-0.0428,-0.3598,0.0003
4860894,0.0477,-0.0150,10.0429,-1.9227,0.8172,-0.6164,1.0000,-0.0004,-0.0032,-0.0000,-0.0425,-0.3611,-0.0001
4861060,0.0514,-0.0311,10.0554,-1.9997,0.8798,-0.6549,1.0000,-0.0004,-0.0032,-0.0000,-0.0435,-0.3614,-0.0007
4861227,0.0569,-0.0259,10.0581,-1.9786,0.9235,-0.5940,1.0000,-0.0004,-0.0031,-0.0000,-0.0441,-0.3609,-0.0002
4861394,0.0530,-0.0027,10.0500,-1.9809,0.9487,-0.6746,1.0000,-0.0004,-0.0031,-0.0000,-0.0448,-0.3600,-0.0015
4861560,0.0532,-0.0089,10.0560,-1.9831,0.8229,-0.6453,1.0000,-0.0004,-0.0032,-0.0000,-0.0455,-0.3612,-0.0020
4861727,0.0616,-0.0065,10.0651,-1.9263,0.8719,-0.6086,1.0000,-0.0004,-0.0032,-0.0000,-0.0453,-0.3616,-0.0021
4861894,0.0513,-0.0069,10.0476,-1.9063,0.9470,-0.6028,1.0000,-0.0004,-0.0031,-0.0000,-0.0447,-0.3607,-0.0021
4862060,0.0597,-0.0106,10.0516,-1.9123,0.9166,-0.5932,1.0000,-0.0004,-0.0031,-0.0000,-0.0442,-0.3604,-0.0017
4862227,0.0825,-0.0237,10.0606,-1.9361,0.8352,-0.5796,1.0000,-0.0004,-0.0032,-0.0000,-0.0442,-0.3614,-0.0013
4862394,0.0627,-0.0192,10.0595,-1.9823,0.8744,-0.6172,1.0000,-0.0004,-0.0032,-0.0000,-0.0449,-0.3617,-0.0011
4862560,0.0397,-0.0154,10.0516,-1.9227,0.8616,-0.6480,1.0000,-0.0004,-0.0032,-0.0000,-0.0446,-0.3623,-0.0014
4862727,0.0513,-0.0109,10.0566,-1.9515,0.8745,-0.6577,1.0000,-0.0004,-0.0032,-0.0000,-0.0448,-0.3626,-0.0020
4862894,0.0532,-0.0123,10.0661,-1.9137,0.9243,-0.6366,1.0000,-0.0004,-0.0032,-0.0000,-0.0443,-0.3622,-0.0025
4863060,0.0566,-0.0181,10.0532,-1.9235,0.8607,-0.5905,1.0000,-0.0004,-0.0032,-0.0000,-0.0440,-0.3627,-0.0023
4863227,0.0646,-0.0070,10.0758,-1.9395,0.8563,-0.6465,1.0000,-0.0004,-0.0032,-0.0000,-0.0440,-0.3634,-0.0027
4863394,0.0576,-0.0180,10.0862,-1.9299,0.8779,-0.6346,1.0000,-0.0004,-0.0032,-0.0000,-0.0439,-0.3637,-0.0032
4863560,0.0580,-0.0001,10.0417,-1.9895,0.9834,-0.6477,1.0000,-0.0004,-0.0032,-0.0000,-0.0447,-0.3622,-0.0039
4863727,0.0572,-0.0094,10.0445,-1.9737,0.8498,-0.6463,1.0000,-0.0004,-0.0032,-0.0000,-0.0452,-0.3630,-0.0044
4863894,0.0697,-0.0053,10.0446,-1.9848,0.8783,-0.6576,1.0000,-0.0004,-0.0032,-0.0000,-0.0460,-0.3632,-0.0044
4864060,0.0447,-0.0105,10.0674,-1.9298,0.9602,-0.6466,1.0000,-0.0004,-0.0032,-0.0000,-0.0458,-0.3622,-0.0047
4864227,0.0691,-0.0160,10.0526,-1.8784,0.9230,-0.6821,1.0000,-0.0004,-0.0032,-0.0001,-0.0447,-0.3617,-0.0058
4864394,0.0646,-0.0187,10.0385,-1.9751,0.9593,-0.7203,1.0000,-0.0004,-0.0031,-0.0001,-0.0453,-0.3606,-0.0077
4864560,0.0563,-0.0247,10.0624,-1.9503,0.9594,-0.6101,1.0000,-0.0004,-0.0031,-0.0001,-0.0455,-0.3596,-0.0075
4864727,0.0721,-0.0182,10.0560,-1.9051,0.8522,-0.6342,1.0000,-0.0004,-0.0031,-0.0001,-0.0449,-0.3603,-0.0078
4864894,0.0518,-0.0104,10.0615,-1.9348,0.9146,-0.5846,1.0000,-0.0004,-0.0031,-0.0001,-0.0448,-0.3600,-0.0070
4865060,0.0486,-0.0115,10.0609,-1.9787,0.8743,-0.6515,1.0000,-0.0004,-0.0031,-0.0001,-0.0454,-0.3603,-0.0074
4865227,0.0589,-0.0083,10.0459,-1.9967,0.9626,-0.5799,1.0000,-0.0004,-0.0031,-0.0001,-0.0464,-0.3592,-0.0062
4865394,0.0799,-0.0193,10.0386,-1.9260,0.9244,-0.6365,1.0000,-0.0004,-0.0031,-0.0001,-0.0461,-0.3587,-0.0062
4865560,0.0729,-0.0215,10.0672,-1.9362,0.8814,-0.6575,1.0000,-0.0004,-0.0031,-0.0001,-0.0461,-0.3589,-0.0068
4865727,0.0492,-0.0113,10.0517,-1.9345,0.9046,-0.6211,1.0000,-0.0004,-0.0031,-0.0001,-0.0460,-0.3588,-0.0067
4865894,0.0439,-0.0101,10.0830,-1.9322,0.8901,-0.6294,1.0000,-0.0004,-0.0031,-0.0001,-0.0458,-0.3589,-0.0068
4866060,0.0570,-0.0028,10.0534,-1.9517,0.9522,-0.6089,1.0000,-0.0004,-0.0031,-0.0001,-0.0460,-0.3579,-0.0067
4866227,0.0691,-0.0114,10.0516,-1.9906,0.9543,-0.6382,1.0000,-0.0004,-0.0031,-0.0001,-0.0469,-0.3569,-0.0067
4866394,0.0823,0.0005,10.0554,-1.9310,0.8427,-0.6196,1.0000,-0.0004,-0.0031,-0.0001,-0.0467,-0.3578,-0.0066
4866560,0.0569,0.0030,10.0453,-1.9187,0.8620,-0.6379,1.0000,-0.0004,-0.0031,-0.0001,-0.0464,-0.3584,-0.0066
4866727,0.0713,0.0003,10.0382,-1.9579,0.9206,-0.6087,1.0000,-0.0004,-0.0031,-0.0001,-0.0467,-0.3579,-0.0066
4866894,0.0481,-0.0066,10.0787,-1.9700,0.9182,-0.5213,1.0000,-0.0004,-0.0031,-0.0000,-0.0472,-0.3576,-0.0049
4867060,0.0465,-0.0101,10.0598,-1.9604,0.8680,-0.5835,1.0000,-0.0004,-0.0031,-0.0000,-0.0475,-0.3580,-0.0040
4867227,0.0367,-0.0082,10.0697,-1.9530,0.8571,-0.6149,1.0000,-0.0004,-0.0031,-0.0000,-0.0477,-0.3586,-0.0039
4867394,0.0480,-0.0062,10.0618,-2.0102,0.9169,-0.6259,1.0000,-0.0004,-0.0031,-0.0000,-0.0489,-0.3583,-0.0039
4867560,0.0696,-0.0252,10.0452,-1.9724,0.9326,-0.6586,1.0000,-0.0004,-0.0031,-0.0000,-0.0494,-0.3577,-0.0047
4867727,0.0847,-0.0162,10.0463,-1.9614,0.8937,-0.6172,1.0000,-0.0004,-0.0031,-0.0000,-0.0497,-0.3577,-0.0045
4867894,0.0667,-0.0081,10.0498,-1.9040,0.8720,-0.6843,1.0000,-0.0004,-0.0031,-0.0001,-0.0491,-0.3581,-0.0057
4868060,0.0527,0.0004,10.0550,-1.9530,1.0359,-0.5979,1.0000,-0.0004,-0.0031,-0.0000,-0.0493,-0.3557,-0.0052
4868227,0.0422,-0.0039,10.0664,-2.0043,0.9106,-0.6892,1.0000,-0.0004,-0.0031,-0.0001,-0.0504,-0.3555,-0.0063
4868394,0.0577,-0.0146,10.0475,-1.9139,0.9276,-0.5711,1.0000,-0.0004,-0.0031,-0.0000,-0.0500,-0.3550,-0.0055
4868560,0.0596,-0.0138,10.0835,-1.9553,0.8683,-0.5773,1.0000,-0.0004,-0.0031,-0.0000,-0.0502,-0.3554,-0.0042
4868727,0.0393,-0.0178,10.0605,-1.8759,0.9592,-0.5687,1.0000,-0.0004,-0.0031,-0.0000,-0.0491,-0.3543,-0.0032
4868894,0.0337,-0.0163,10.0591,-1.9028,0.8803,-0.6355,1.0000,-0.0004,-0.0031,-0.0000,-0.0485,-0.3546,-0.0033
4869060,0.0612,-0.0160,10.0295,-2.0250,0.8851,-0.6113,1.0000,-0.0004,-0.0031,-0.0000,-0.0499,-0.3548,-0.0031
4869227,0.0836,-0.0058,10.0657,-1.9479,0.8986,-0.6599,1.0000,-0.0004,-0.0031,-0.0000,-0.0500,-0.3547,-0.0039
4869394,0.0797,-0.0014,10.0640,-2.0178,0.8779,-0.6952,1.0000,-0.0004,-0.0031,-0.0000,-0.0513,-0.3550,-0.0051
4869560,0.0668,-0.0146,10.0605,-1.9407,0.9483,-0.6429,1.0000,-0.0004,-0.0031,-0.0000,-0.0513,-0.3541,-0.0053
