DeviceTag: Movella DOT,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Custom Modes - Custom Mode 1,StartTime: 2025-12-02 16:02:11.979,© Movella Technologies B.V. 2005-2025
SampleTimeFine,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
6336199,-1.9306,0.9023,-0.6837,1.0000,0.0002,-0.0032,-0.0000,0.0211,-0.3655,-0.0050,-0.0166,0.0150,0.2315
6336365,-1.8738,0.8965,-0.6227,1.0000,0.0002,-0.0032,-0.0000,0.0222,-0.3656,-0.0055,-0.0145,-0.0102,0.2214
6336532,-1.9459,0.9333,-0.6025,1.0000,0.0002,-0.0032,-0.0000,0.0220,-0.3651,-0.0056,-0.0137,0.0021,0.2898
6336699,-2.0062,0.9177,-0.6187,1.0000,0.0002,-0.0032,-0.0001,0.0209,-0.3648,-0.0058,0.0133,0.0167,0.1840
6336865,-1.9014,0.9467,-0.5632,1.0000,0.0002,-0.0032,-0.0000,0.0215,-0.3641,-0.0051,0.0232,0.0019,0.2673
6337032,-2.0321,0.7963,-0.6096,1.0000,0.0002,-0.0032,-0.0000,0.0199,-0.3658,-0.0050,-0.0019,0.0077,0.2402
6337199,-1.8440,0.8913,-0.5716,1.0000,0.0002,-0.0032,-0.0000,0.0215,-0.3660,-0.0045,-0.0089,-0.0099,0.2351
6337365,-1.9462,0.8442,-0.4941,1.0000,0.0002,-0.0032,-0.0000,0.0214,-0.3670,-0.0027,0.0024,0.0067,0.2393
6337532,-1.9071,0.8872,-0.5958,1.0000,0.0002,-0.0032,-0.0000,0.0219,-0.3672,-0.0027,-0.0210,-0.0008,0.2377
6337699,-1.9528,0.8183,-0.5463,1.0000,0.0002,-0.0032,-0.0000,0.0216,-0.3686,-0.0017,-0.0243,-0.0084,0.2189
6337865,-1.8867,0.9241,-0.5785,1.0000,0.0002,-0.0032,-0.0000,0.0225,-0.3683,-0.0014,-0.0091,0.0078,0.2528
6338032,-2.0103,0.8366,-0.6045,1.0000,0.0002,-0.0032,-0.0000,0.0213,-0.3694,-0.0014,0.0108,-0.0026,0.2531
6338199,-1.9235,0.8704,-0.5850,1.0000,0.0002,-0.0032,-0.0000,0.0215,-0.3699,-0.0011,-0.0194,0.0039,0.2382
6338365,-1.9618,0.8534,-0.5803,1.0000,0.0002,-0.0032,-0.0000,0.0212,-0.3707,-0.0003,-0.0032,-0.0098,0.2288
6338532,-1.9357,0.7974,-0.6100,1.0000,0.0002,-0.0033,-0.0000,0.0212,-0.3725,-0.0003,-0.0145,0.0094,0.2317
6338699,-1.9453,0.9697,-0.6095,1.0000,0.0002,-0.0032,-0.0000,0.0211,-0.3714,-0.0006,-0.0024,0.0013,0.2460
6338865,-1.9871,0.9234,-0.6161,1.0000,0.0002,-0.0032,-0.0000,0.0203,-0.3710,-0.0004,-0.0114,-0.0071,0.2567
6339032,-1.8890,0.9266,-0.6258,1.0000,0.0002,-0.0032,-0.0000,0.0211,-0.3706,-0.0009,-0.0056,-0.0113,0.2308
6339199,-1.8595,0.9149,-0.5821,1.0000,0.0002,-0.0032,-0.0000,0.0224,-0.3704,-0.0005,-0.0105,-0.0056,0.2438
6339365,-1.9815,0.8981,-0.5603,1.0000,0.0002,-0.0032,0.0000,0.0217,-0.3705,0.0000,-0.0059,0.0051,0.2285
6339532,-1.8812,0.8978,-0.5717,1.0000,0.0002,-0.0032,0.0000,0.0226,-0.3705,0.0004,-0.0068,-0.0022,0.2392
6339699,-1.9004,0.8929,-0.5888,1.0000,0.0002,-0.0032,0.0000,0.0233,-0.3707,0.0007,-0.0160,-0.0084,0.2340
6339865,-1.9109,0.8754,-0.6059,1.0000,0.0002,-0.0032,0.0000,0.0237,-0.3711,0.0006,-0.0084,0.0048,0.2315
6340032,-1.9583,0.8911,-0.5984,1.0000,0.0002,-0.0032,0.0000,0.0234,-0.3713,0.0005,0.0010,0.0141,0.2149
6340199,-1.8974,0.9511,-0.6222,1.0000,0.0002,-0.0032,-0.0000,0.0241,-0.3705,-0.0001,-0.0296,-0.0106,0.2296
6340365,-1.9205,0.8353,-0.5384,1.0000,0.0002,-0.0032,0.0000,0.0244,-0.3716,0.0010,-0.0261,-0.0162,0.2513
6340532,-1.9029,0.9040,-0.6490,1.0000,0.0002,-0.0032,0.0000,0.0250,-0.3716,0.0002,0.0040,-0.0050,0.2304
6340699,-1.9615,0.8146,-0.6068,1.0000,0.0002,-0.0033,0.0000,0.0246,-0.3730,0.0002,0.0007,0.0164,0.2321
6340865,-1.9432,0.8728,-0.6051,1.0000,0.0002,-0.0033,0.0000,0.0245,-0.3735,0.0000,-0.0102,-0.0077,0.2416
6341032,-2.0135,0.9862,-0.5408,1.0000,0.0002,-0.0032,0.0000,0.0232,-0.3721,0.0008,-0.0209,-0.0037,0.2619
6341199,-1.9882,0.8473,-0.5333,1.0000,0.0002,-0.0033,0.0000,0.0224,-0.3731,0.0020,-0.0117,-0.0085,0.2417
6341365,-1.8991,0.8839,-0.5700,1.0000,0.0002,-0.0033,0.0000,0.0230,-0.3734,0.0024,-0.0084,0.0019,0.2230
6341532,-1.9505,0.9489,-0.5880,1.0000,0.0002,-0.0033,0.0000,0.0228,-0.3726,0.0025,-0.0065,0.0028,0.2525
6341699,-1.9709,0.8369,-0.5303,1.0000,0.0002,-0.0033,0.0000,0.0223,-0.3737,0.0038,-0.0087,-0.0156,0.2292
6341865,-1.8697,0.8496,-0.6259,1.0000,0.0002,-0.0033,0.0000,0.0234,-0.3746,0.0033,-0.0117,0.0119,0.2357
6342032,-1.9317,0.8850,-0.6344,1.0000,0.0002,-0.0033,0.0000,0.0235,-0.3748,0.0030,-0.0134,-0.0050,0.2662
6342199,-1.9071,0.8793,-0.5619,1.0000,0.0002,-0.0033,0.0000,0.0241,-0.3752,0.0040,0.0027,-0.0002,0.2362
6342365,-1.8936,0.9951,-0.6319,1.0000,0.0002,-0.0033,0.0000,0.0248,-0.3737,0.0034,-0.0108,0.0011,0.2262
6342532,-1.9597,0.8692,-0.6574,1.0000,0.0002,-0.0033,0.0000,0.0244,-0.3742,0.0023,-0.0082,-0.0002,0.2500
6342699,-1.9835,0.9127,-0.5090,1.0000,0.0002,-0.0033,0.0000,0.0237,-0.3741,0.0040,-0.0103,0.0050,0.2498
6342865,-1.9118,0.8884,-0.5505,1.0000,0.0002,-0.0033,0.0000,0.0241,-0.3743,0.0049,-0.0137,-0.0070,0.2403
6343032,-1.9965,0.9068,-0.5518,1.0000,0.0002,-0.0033,0.0000,0.0232,-0.3742,0.0055,0.0025,-0.0006,0.2418
6343199,-1.9071,0.8421,-0.6576,1.0000,0.0002,-0.0033,0.0000,0.0237,-0.3752,0.0048,-0.0153,-0.0106,0.2162
6343365,-1.9260,0.9374,-0.5335,1.0000,0.0002,-0.0033,0.0001,0.0239,-0.3746,0.0058,-0.0121,-0.0007,0.2304
6343532,-1.8974,0.8359,-0.6248,1.0000,0.0002,-0.0033,0.0000,0.0246,-0.3757,0.0055,-0.0111,0.0048,0.2525
6343699,-1.9737,0.9587,-0.6545,1.0000,0.0002,-0.0033,0.0000,0.0240,-0.3748,0.0043,0.0054,-0.0090,0.2643
6343866,-1.8907,0.9867,-0.6186,1.0000,0.0002,-0.0033,0.0000,0.0248,-0.3734,0.0041,-0.0010,0.0023,0.2411
6344032,-1.8650,0.8918,-0.5540,1.0000,0.0002,-0.0033,0.0000,0.0260,-0.3736,0.0048,-0.0166,0.0007,0.2552
6344199,-1.9560,0.9568,-0.5796,1.0000,0.0002,-0.0033,0.0000,0.0257,-0.3726,0.0050,-0.0148,-0.0025,0.2283
6344366,-1.9682,0.9199,-0.5796,1.0000,0.0002,-0.0032,0.0000,0.0252,-0.3724,0.0053,-0.0007,0.0187,0.2377
6344532,-1.9437,0.8870,-0.6167,1.0000,0.0002,-0.0033,0.0000,0.0251,-0.3726,0.0051,-0.0163,0.0001,0.2482
6344699,-1.9377,0.8967,-0.6338,1.0000,0.0002,-0.0033,0.0000,0.0251,-0.3727,0.0045,-0.0097,-0.0045,0.2241
6344866,-1.8985,0.8408,-0.6307,1.0000,0.0002,-0.0033,0.0000,0.0258,-0.3737,0.0037,-0.0097,0.0066,0.2559
6345032,-2.0360,0.8299,-0.6312,1.0000,0.0002,-0.0033,0.0000,0.0242,-0.3749,0.0031,0.0021,-0.0198,0.2492
6345199,-2.0288,0.7691,-0.5729,1.0000,0.0002,-0.0033,0.0000,0.0227,-0.3772,0.0036,0.0023,-0.0110,0.2340
6345366,-1.9994,0.9016,-0.5912,1.0000,0.0002,-0.0033,0.0000,0.0216,-0.3772,0.0039,0.0079,0.0016,0.2534
6345532,-1.9413,0.8114,-0.6356,1.0000,0.0002,-0.0033,0.0000,0.0216,-0.3787,0.0033,-0.0052,0.0008,0.2581
6345699,-1.9718,0.9290,-0.5663,1.0000,0.0002,-0.0033,0.0000,0.0210,-0.3782,0.0038,0.0106,0.0034,0.2260
6345866,-1.9731,0.9131,-0.5845,1.0000,0.0002,-0.0033,0.0000,0.0205,-0.3780,0.0040,-0.0211,-0.0057,0.2284
6346032,-1.9096,0.8984,-0.6911,1.0000,0.0002,-0.0033,0.0000,0.0209,-0.3781,0.0024,-0.0123,-0.0085,0.2187
6346199,-1.9468,0.8894,-0.6795,1.0000,0.0002,-0.0033,0.0000,0.0208,-0.3783,0.0013,-0.0230,-0.0018,0.2474
6346366,-1.8706,0.8183,-0.6533,1.0000,0.0002,-0.0033,0.0000,0.0219,-0.3797,0.0004,-0.0197,-0.0007,0.2661
6346532,-2.0757,0.8567,-0.5560,1.0000,0.0002,-0.0033,0.0000,0.0196,-0.3805,0.0014,-0.0146,0.0084,0.2421
6346699,-2.0122,0.8633,-0.5912,1.0000,0.0002,-0.0033,0.0000,0.0184,-0.3811,0.0014,-0.0316,-0.0050,0.2094
6346866,-1.9394,0.8263,-0.5317,1.0000,0.0002,-0.0033,0.0000,0.0184,-0.3824,0.0022,-0.0353,-0.0149,0.2387
6347032,-1.9432,0.8177,-0.5624,1.0000,0.0002,-0.0033,0.0000,0.0183,-0.3838,0.0028,-0.0206,-0.0057,0.2418
6347199,-1.9945,0.9519,-0.6381,0.9939,0.0005,-0.0033,0.1102,0.0174,-0.3830,12.6525,-0.0088,-0.0111,0.2401
6347366,-1.8644,0.9206,-0.6330,0.9939,0.0004,-0.0030,0.1102,0.0136,-0.3436,12.6509,0.0005,0.0091,0.2391
6347532
6347699
